"time"	"length"	"track"	"channel"	"note"	"notename"	"velocity"	"amplitude"	"angle.c"	"x.c"	"y.c"
48	48	"Lead"	14	57	"a"	100	2	69.011673151751	-36.5365949701906	5.83757038366483
48	48	"Lead"	14	60	"c'"	100	2	69.011673151751	-39.4990215893953	6.31088690125928
48	48	"Lead"	14	69	"a'"	100	2	69.011673151751	-48.3863014470092	7.73083645404262
120	48	"Lead"	14	57	"a"	100	2	69.0291828793774	-36.4287851811928	6.47638867135898
120	48	"Lead"	14	60	"c'"	100	2	69.0291828793774	-39.3824704661544	7.00150126633403
120	48	"Lead"	14	69	"a'"	100	2	69.0291828793774	-48.2435263210391	8.57683905125918
168	24	"Lead"	14	60	"c'"	100	2	69.0408560311284	-39.29805958957	7.46073136459181
168	24	"Lead"	14	64	"e'"	100	2	69.0408560311284	-43.227865548527	8.20680450105099
168	24	"Lead"	14	67	"g'"	100	2	69.0408560311284	-46.1752200177448	8.76635935339538
216	48	"Lead"	14	60	"c'"	100	2	69.0525291828794	-39.208293923054	7.91894485669682
216	48	"Lead"	14	64	"e'"	100	2	69.0525291828794	-43.1291233153594	8.7108393423665
216	48	"Lead"	14	67	"g'"	100	2	69.0525291828794	-46.0697453595885	9.30476020661876
288	24	"Lead"	14	60	"c'"	100	2	69.0700389105058	-39.0636321477853	8.60422241823843
288	24	"Lead"	14	64	"e'"	100	2	69.0700389105058	-42.9699953625638	9.46464466006227
288	24	"Lead"	14	67	"g'"	100	2	69.0700389105058	-45.8997677736477	10.1099613414302
336	24	"Lead"	14	60	"c'"	100	2	69.0817120622568	-38.9605346114641	9.05962155881303
336	24	"Lead"	14	64	"e'"	100	2	69.0817120622568	-42.8565880726105	9.96558371469434
336	24	"Lead"	14	67	"g'"	100	2	69.0817120622568	-45.7786281684703	10.6450553316053
432	48	"Lead"	14	55	"g"	100	2	69.1050583657588	-33.8961244255998	8.72082272060692
432	48	"Lead"	14	59	"b"	100	2	69.1050583657588	-37.769967217097	9.71748817439057
432	48	"Lead"	14	69	"a'"	100	2	69.1050583657588	-47.4545741958398	12.2091518088497
504	48	"Lead"	14	55	"g"	100	2	69.1225680933852	-33.7382370144985	9.31296747301977
504	48	"Lead"	14	59	"b"	100	2	69.1225680933852	-37.5940355304412	10.3773066127935
504	48	"Lead"	14	69	"a'"	100	2	69.1225680933852	-47.2335318202979	13.0381544622277
552	24	"Lead"	14	53	"f"	100	2	69.1342412451362	-31.7056732448853	9.15151813026489
552	24	"Lead"	14	57	"a"	100	2	69.1342412451362	-35.5487851533562	10.2607930551455
552	24	"Lead"	14	67	"g'"	100	2	69.1342412451362	-45.1565649245336	13.033980367347
600	48	"Lead"	14	53	"f"	100	2	69.1459143968872	-31.5966884888944	9.5209913630761
600	48	"Lead"	14	57	"a"	100	2	69.1459143968872	-35.4265901239119	10.6750509222368
600	48	"Lead"	14	67	"g'"	100	2	69.1459143968872	-45.0013442114556	13.5601998201387
672	24	"Lead"	14	53	"f"	100	2	69.1634241245136	-31.4251435423954	10.0727530169186
672	24	"Lead"	14	57	"a"	100	2	69.1634241245136	-35.2342518505646	11.2936927765451
672	24	"Lead"	14	67	"g'"	100	2	69.1634241245136	-44.7570226209874	14.3460421756114
720	24	"Lead"	14	53	"f"	100	2	69.1750972762646	-31.3054244286124	10.4388888941514
720	24	"Lead"	14	57	"a"	100	2	69.1750972762646	-35.1000213290503	11.7042087601092
720	24	"Lead"	14	67	"g'"	100	2	69.1750972762646	-44.5865135801449	14.8675084250035
816	48	"Lead"	14	57	"a"	100	2	69.1984435797665	-34.8172309440293	12.520400528343
816	48	"Lead"	14	60	"c'"	100	2	69.1984435797665	-37.6402496692208	13.5355681387492
816	48	"Lead"	14	69	"a'"	100	2	69.1984435797665	-46.1093058447955	16.5810709699677
888	48	"Lead"	14	57	"a"	100	2	69.215953307393	-34.5926761622485	13.1280903384234
888	48	"Lead"	14	60	"c'"	100	2	69.215953307393	-37.3974877429713	14.1925300955929
888	48	"Lead"	14	69	"a'"	100	2	69.215953307393	-45.8119224851399	17.3858493671013
936	24	"Lead"	14	60	"c'"	100	2	69.227626459144	-37.2292720397517	14.6280997874011
936	24	"Lead"	14	64	"e'"	100	2	69.227626459144	-40.9521992437268	16.0909097661412
936	24	"Lead"	14	67	"g'"	100	2	69.227626459144	-43.7443946467082	17.1880172501963
984	48	"Lead"	14	60	"c'"	100	2	69.2392996108949	-37.0559834415045	15.0616762408089
984	48	"Lead"	14	64	"e'"	100	2	69.2392996108949	-40.7615817856549	16.5678438648898
984	48	"Lead"	14	67	"g'"	100	2	69.2392996108949	-43.5407805437677	17.6974695829504
1056	24	"Lead"	14	60	"c'"	100	2	69.2568093385214	-36.7865907064443	15.7081744386974
1056	24	"Lead"	14	64	"e'"	100	2	69.2568093385214	-40.4652497770887	17.2789918825672
1056	24	"Lead"	14	67	"g'"	100	2	69.2568093385214	-43.224244080072	18.4571049654695
1104	24	"Lead"	14	60	"c'"	100	2	69.2684824902724	-36.6007246793023	16.1365099370933
1104	24	"Lead"	14	64	"e'"	100	2	69.2684824902724	-40.2607971472325	17.7501609308026
1104	24	"Lead"	14	67	"g'"	100	2	69.2684824902724	-43.0058514981802	18.9603991760846
1200	48	"Lead"	14	55	"g"	100	2	69.2918287937743	-31.6872997744743	14.8632107232119
1200	48	"Lead"	14	59	"b"	100	2	69.2918287937743	-35.3087054629856	16.5618633772933
1200	48	"Lead"	14	67	"g'"	100	2	69.2918287937743	-42.5515168400083	19.959168685456
1272	48	"Lead"	14	55	"g"	100	2	69.3093385214008	-31.4222049118457	15.4157399588206
1272	48	"Lead"	14	59	"b"	100	2	69.3093385214008	-35.0133140446281	17.1775388112572
1272	48	"Lead"	14	67	"g'"	100	2	69.3093385214008	-42.1955323101928	20.7011365161305
1320	24	"Lead"	14	55	"g"	100	2	69.3210116731517	-31.240117917324	15.7814775135819
1320	24	"Lead"	14	59	"b"	100	2	69.3210116731517	-34.8104171078753	17.5850749437055
1320	24	"Lead"	14	67	"g'"	100	2	69.3210116731517	-41.951015488978	21.1922698039528
1368	48	"Lead"	14	55	"g"	100	2	69.3326848249027	-31.0537741154526	16.1450646696273
1368	48	"Lead"	14	59	"b"	100	2	69.3326848249027	-34.6027768715043	17.9902149175847
1368	48	"Lead"	14	67	"g'"	100	2	69.3326848249027	-41.7007823836078	21.6805154134995
1440	24	"Lead"	14	55	"g"	100	2	69.3501945525292	-30.7663326002601	16.686305113181
1440	24	"Lead"	14	59	"b"	100	2	69.3501945525292	-34.2824848974327	18.5933114118303
1440	24	"Lead"	14	67	"g'"	100	2	69.3501945525292	-41.3147894917779	22.4073240091288
1488	24	"Lead"	14	55	"g"	100	2	69.3618677042802	-30.569459127593	17.0443001806005
1488	24	"Lead"	14	59	"b"	100	2	69.3618677042802	-34.063111599318	18.9922202012406
1488	24	"Lead"	14	67	"g'"	100	2	69.3618677042802	-41.0504165427678	22.8880602425207
1512	24	"Lead"	14	57	"a"	100	2	69.3677042801556	-32.2105705822381	18.2065686708577
1512	24	"Lead"	14	60	"c'"	100	2	69.3677042801556	-34.8222384672844	19.6827769414678
1512	24	"Lead"	14	69	"a'"	100	2	69.3677042801556	-42.6572421224234	24.1114017532981
1584	48	"Lead"	14	57	"a"	100	2	69.3852140077821	-31.8868572110143	18.7677472597109
1584	48	"Lead"	14	60	"c'"	100	2	69.3852140077821	-34.4722780659614	20.2894564969847
1584	48	"Lead"	14	69	"a'"	100	2	69.3852140077821	-42.2285406308027	24.8545842088063
1656	48	"Lead"	14	57	"a"	100	2	69.4027237354086	-31.553367880104	19.3231719814016
1656	48	"Lead"	14	60	"c'"	100	2	69.4027237354086	-34.1117490595719	20.8899156555693
1656	48	"Lead"	14	69	"a'"	100	2	69.4027237354086	-41.7868925979755	25.5901466780724
1704	24	"Lead"	14	60	"c'"	100	2	69.4143968871595	-33.86557939275	21.2866749961883
1704	24	"Lead"	14	64	"e'"	100	2	69.4143968871595	-37.252137332025	23.4153424958071
1704	24	"Lead"	14	67	"g'"	100	2	69.4143968871595	-39.7920557864813	25.0118431205212
1752	48	"Lead"	14	60	"c'"	100	2	69.4260700389105	-33.6147951707704	21.6805337947928
1752	48	"Lead"	14	64	"e'"	100	2	69.4260700389105	-36.9762746878474	23.8485871742721
1752	48	"Lead"	14	67	"g'"	100	2	69.4260700389105	-39.4973843256552	25.4746272088815
1824	24	"Lead"	14	60	"c'"	100	2	69.443579766537	-33.2300414691166	22.2657661884964
1824	24	"Lead"	14	64	"e'"	100	2	69.443579766537	-36.5530456160283	24.492342807346
1824	24	"Lead"	14	67	"g'"	100	2	69.443579766537	-39.045298726212	26.1622752714833
1872	24	"Lead"	14	60	"c'"	100	2	69.4552529182879	-32.9678717261213	22.6521397190201
1872	24	"Lead"	14	64	"e'"	100	2	69.4552529182879	-36.2646588987335	24.9173536909221
1872	24	"Lead"	14	67	"g'"	100	2	69.4552529182879	-38.7372492781926	26.6162641698487
1968	48	"Lead"	14	57	"a"	100	2	69.4785992217899	-29.9978349868684	21.6594066423948
1968	48	"Lead"	14	64	"e'"	100	2	69.4785992217899	-35.6731010654651	25.7571322233884
1968	48	"Lead"	14	69	"a'"	100	2	69.4785992217899	-39.726862550177	28.6840790669553
2040	48	"Lead"	14	57	"a"	100	2	69.4961089494163	-29.6140056457571	22.1813135231679
2040	48	"Lead"	14	64	"e'"	100	2	69.4961089494163	-35.2166553625219	26.3777782437672
2040	48	"Lead"	14	69	"a'"	100	2	69.4961089494163	-39.2185480173539	29.3752530441953
2088	24	"Lead"	14	55	"g"	100	2	69.5077821011673	-27.7664157431626	21.3078895430272
2088	24	"Lead"	14	62	"d'"	100	2	69.5077821011673	-33.3196988917952	25.5694674516327
2088	24	"Lead"	14	67	"g'"	100	2	69.5077821011673	-37.286329712247	28.6134516720652
2136	48	"Lead"	14	55	"g"	100	2	69.5194552529183	-27.5157994250216	21.6305520503288
2136	48	"Lead"	14	62	"d'"	100	2	69.5194552529183	-33.0189593100259	25.9566624603945
2136	48	"Lead"	14	67	"g'"	100	2	69.5194552529183	-36.9497877993147	29.0467413247272
2208	24	"Lead"	14	55	"g"	100	2	69.5369649805448	-27.1328557687591	22.1090058083062
2208	24	"Lead"	14	62	"d'"	100	2	69.5369649805448	-32.5594269225109	26.5308069699674
2208	24	"Lead"	14	67	"g'"	100	2	69.5369649805448	-36.4355491751908	29.689236371154
2256	24	"Lead"	14	55	"g"	100	2	69.5486381322957	-26.8729312759933	22.4242182614186
2256	24	"Lead"	14	62	"d'"	100	2	69.5486381322957	-32.247517531192	26.9090619137023
2256	24	"Lead"	14	67	"g'"	100	2	69.5486381322957	-36.0865077134768	30.1125216653335
2352	48	"Lead"	14	57	"a"	100	2	69.5719844357977	-27.8473977593312	24.3623159415026
2352	48	"Lead"	14	60	"c'"	100	2	69.5719844357977	-30.1052948749527	26.3376388556785
2352	48	"Lead"	14	69	"a'"	100	2	69.5719844357977	-36.8789862218171	32.2636075982062
2424	48	"Lead"	14	57	"a"	100	2	69.5894941634241	-27.4165732743585	24.8461568434986
2424	48	"Lead"	14	60	"c'"	100	2	69.5894941634241	-29.6395386749822	26.8607101010795
2424	48	"Lead"	14	69	"a'"	100	2	69.5894941634241	-36.3084348768532	32.9043698738224
2472	24	"Lead"	14	60	"c'"	100	2	69.6011673151751	-29.3239772951438	27.2048590438159
2472	24	"Lead"	14	64	"e'"	100	2	69.6011673151751	-32.2563750246581	29.9253449481975
2472	24	"Lead"	14	67	"g'"	100	2	69.6011673151751	-34.4556733217939	31.9657093764837
2520	48	"Lead"	14	60	"c'"	100	2	69.6128404669261	-29.0044202030489	27.5453010273072
2520	48	"Lead"	14	64	"e'"	100	2	69.6128404669261	-31.9048622233538	30.2998311300379
2520	48	"Lead"	14	67	"g'"	100	2	69.6128404669261	-34.0801937385824	32.3657287070859
2592	24	"Lead"	14	60	"c'"	100	2	69.6303501945525	-28.5176880024711	28.0489121178294
2592	24	"Lead"	14	64	"e'"	100	2	69.6303501945525	-31.3694568027182	30.8538033296124
2592	24	"Lead"	14	67	"g'"	100	2	69.6303501945525	-33.5082834029035	32.9574717384496
2640	24	"Lead"	14	60	"c'"	100	2	69.6420233463035	-28.1883333073783	28.3798848720735
2640	24	"Lead"	14	64	"e'"	100	2	69.6420233463035	-31.0071666381161	31.2178733592809
2640	24	"Lead"	14	67	"g'"	100	2	69.6420233463035	-33.1212916361695	33.3463647246864
2736	48	"Lead"	14	55	"g"	100	2	69.6653696498054	-24.0783781119617	25.401411525689
2736	48	"Lead"	14	59	"b"	100	2	69.6653696498054	-26.8301927533287	28.3044299857677
2736	48	"Lead"	14	67	"g'"	100	2	69.6653696498054	-32.3338220360628	34.1104669059252
2808	48	"Lead"	14	55	"g"	100	2	69.6828793774319	-23.6299380341804	25.8191020080248
2808	48	"Lead"	14	59	"b"	100	2	69.6828793774319	-26.3305023809439	28.7698565232277
2808	48	"Lead"	14	67	"g'"	100	2	69.6828793774319	-31.7316310744709	34.6713655536334
2856	24	"Lead"	14	55	"g"	100	2	69.6945525291829	-23.3269446644164	26.0931725289061
2856	24	"Lead"	14	59	"b"	100	2	69.6945525291829	-25.9928811974925	29.0752493893525
2856	24	"Lead"	14	67	"g'"	100	2	69.6945525291829	-31.3247542636448	35.0394031102453
2904	48	"Lead"	14	55	"g"	100	2	69.7062256809339	-23.0207727436064	26.3636875699745
2904	48	"Lead"	14	59	"b"	100	2	69.7062256809339	-25.6517182000186	29.3766804351144
2904	48	"Lead"	14	67	"g'"	100	2	69.7062256809339	-30.9136091128429	35.4026661653943
2976	24	"Lead"	14	55	"g"	100	2	69.7237354085603	-22.555646457112	26.7627131080122
2976	24	"Lead"	14	59	"b"	100	2	69.7237354085603	-25.1334346236391	29.821308891785
2976	24	"Lead"	14	67	"g'"	100	2	69.7237354085603	-30.2890109566933	35.9385004593307
3024	24	"Lead"	14	55	"g"	100	2	69.7354085603113	-22.2417116139176	27.0241792564237
3024	24	"Lead"	14	59	"b"	100	2	69.7354085603113	-24.783621512651	30.1126568857293
3024	24	"Lead"	14	67	"g'"	100	2	69.7354085603113	-29.8674413101179	36.2896121443405
3048	24	"Lead"	14	57	"a"	100	2	69.7412451361868	-23.3455252846403	28.7051641553261
3048	24	"Lead"	14	60	"c'"	100	2	69.7412451361868	-25.2384057131247	31.0326098976499
3048	24	"Lead"	14	69	"a'"	100	2	69.7412451361868	-30.9170469985777	38.0149471246211
3120	48	"Lead"	14	57	"a"	100	2	69.7587548638132	-22.8393526940658	29.1095168032049
3120	48	"Lead"	14	60	"c'"	100	2	69.7587548638132	-24.6911921016927	31.4697478953567
3120	48	"Lead"	14	69	"a'"	100	2	69.7587548638132	-30.2467103245736	38.5504411718119
3192	48	"Lead"	14	57	"a"	100	2	69.7762645914397	-22.326177952425	29.5049449759977
3192	48	"Lead"	14	60	"c'"	100	2	69.7762645914397	-24.1364085972163	31.8972378118894
3192	48	"Lead"	14	69	"a'"	100	2	69.7762645914397	-29.5671005315899	39.0741163195645
3240	24	"Lead"	14	60	"c'"	100	2	69.7879377431907	-23.7624313310925	32.1768062000428
3240	24	"Lead"	14	64	"e'"	100	2	69.7879377431907	-26.1386744642017	35.3944868200471
3240	24	"Lead"	14	67	"g'"	100	2	69.7879377431907	-27.9208568140337	37.8077472850503
3288	48	"Lead"	14	60	"c'"	100	2	69.7996108949416	-23.3852161741072	32.451990146835
3288	48	"Lead"	14	64	"e'"	100	2	69.7996108949416	-25.7237377915179	35.6971891615185
3288	48	"Lead"	14	67	"g'"	100	2	69.7996108949416	-27.4776290045759	38.1310884225311
3360	24	"Lead"	14	60	"c'"	100	2	69.8171206225681	-22.8134349489936	32.8564633797985
3360	24	"Lead"	14	64	"e'"	100	2	69.8171206225681	-25.0947784438929	36.1421097177783
3360	24	"Lead"	14	67	"g'"	100	2	69.8171206225681	-26.8057860650675	38.6063444712632
3408	24	"Lead"	14	60	"c'"	100	2	69.8287937743191	-22.4283508863498	33.1205234940327
3408	24	"Lead"	14	64	"e'"	100	2	69.8287937743191	-24.6711859749848	36.4325758434359
3408	24	"Lead"	14	67	"g'"	100	2	69.8287937743191	-26.353312291461	38.9166151054884
3504	48	"Lead"	14	55	"g"	100	2	69.852140077821	-18.9429339101792	29.4306855998052
3504	48	"Lead"	14	59	"b"	100	2	69.852140077821	-21.1078406427711	32.7941925254972
3504	48	"Lead"	14	69	"a'"	100	2	69.852140077821	-26.5201074742509	41.2029598397273
3576	48	"Lead"	14	55	"g"	100	2	69.8696498054475	-18.4247331650905	29.7578427947191
3576	48	"Lead"	14	59	"b"	100	2	69.8696498054475	-20.5304169553866	33.1587391141155
3576	48	"Lead"	14	69	"a'"	100	2	69.8696498054475	-25.7946264311268	41.6609799126067
3624	24	"Lead"	14	53	"f"	100	2	69.8813229571984	-17.0431969276713	28.2582631894569
3624	24	"Lead"	14	57	"a"	100	2	69.8813229571984	-19.1090389795102	31.6835072124214
3624	24	"Lead"	14	67	"g'"	100	2	69.8813229571984	-24.2736441091076	40.2466172698326
3672	48	"Lead"	14	53	"f"	100	2	69.8929961089494	-16.7121802636303	28.4552812468253
3672	48	"Lead"	14	57	"a"	100	2	69.8929961089494	-18.7378990834643	31.9044062464404
3672	48	"Lead"	14	67	"g'"	100	2	69.8929961089494	-23.8021961330492	40.5272187454784
3744	24	"Lead"	14	53	"f"	100	2	69.9105058365759	-16.2113996656578	28.7435300699185
3744	24	"Lead"	14	57	"a"	100	2	69.9105058365759	-18.1764178069496	32.2275943208177
3744	24	"Lead"	14	67	"g'"	100	2	69.9105058365759	-23.0889631601793	40.9377549480658
3792	24	"Lead"	14	53	"f"	100	2	69.9221789883268	-15.8747752070578	28.9308055906741
3792	24	"Lead"	14	57	"a"	100	2	69.9221789883268	-17.7989903836709	32.4375699046953
3792	24	"Lead"	14	67	"g'"	100	2	69.9221789883268	-22.6095283252036	41.204480689748
3888	48	"Lead"	14	57	"a"	100	2	69.9455252918288	-17.036911375542	32.8442331434596
3888	48	"Lead"	14	60	"c'"	100	2	69.9455252918288	-18.4182825681535	35.5072790740103
3888	48	"Lead"	14	69	"a'"	100	2	69.9455252918288	-22.5623961459881	43.4964168656627
3960	48	"Lead"	14	57	"a"	100	2	69.9630350194552	-16.4592355736394	33.1374948409116
3960	48	"Lead"	14	60	"c'"	100	2	69.9630350194552	-17.7937681877183	35.8243187469315
3960	48	"Lead"	14	69	"a'"	100	2	69.9630350194552	-21.7973660299549	43.884790464991
4008	24	"Lead"	14	60	"c'"	100	2	69.9747081712062	-17.3743826779947	36.0295826586792
4008	24	"Lead"	14	64	"e'"	100	2	69.9747081712062	-19.1118209457942	39.6325409245471
4008	24	"Lead"	14	67	"g'"	100	2	69.9747081712062	-20.4148996466438	42.3347596239481
4056	48	"Lead"	14	60	"c'"	100	2	69.9863813229572	-16.9526297188249	36.2299371461836
4056	48	"Lead"	14	64	"e'"	100	2	69.9863813229572	-18.6478926907074	39.852930860802
4056	48	"Lead"	14	67	"g'"	100	2	69.9863813229572	-19.9193399196193	42.5701761467657
4128	24	"Lead"	14	60	"c'"	100	2	70.0038910505837	-16.31568711087	36.5212041710044
4128	24	"Lead"	14	64	"e'"	100	2	70.0038910505837	-17.9472558219571	40.1733245881048
4128	24	"Lead"	14	67	"g'"	100	2	70.0038910505837	-19.1709323552723	42.9124149009302
4176	24	"Lead"	14	60	"c'"	100	2	70.0155642023346	-15.8882676389302	36.7091671307553
4176	24	"Lead"	14	64	"e'"	100	2	70.0155642023346	-17.4770944028233	40.3800838438308
4176	24	"Lead"	14	67	"g'"	100	2	70.0155642023346	-18.668714475743	43.1332713786374
4272	48	"Lead"	14	55	"g"	100	2	70.0389105058366	-13.1486183329446	32.4363042890918
4272	48	"Lead"	14	59	"b"	100	2	70.0389105058366	-14.6513175709954	36.1433104935594
4272	48	"Lead"	14	67	"g'"	100	2	70.0389105058366	-17.6567160470971	43.5573229024947
4344	48	"Lead"	14	55	"g"	100	2	70.056420233463	-12.5786809309422	32.6615490452849
4344	48	"Lead"	14	59	"b"	100	2	70.056420233463	-14.016244465907	36.3942975076032
4344	48	"Lead"	14	67	"g'"	100	2	70.056420233463	-16.8913715358367	43.8597944322397
4392	24	"Lead"	14	55	"g"	100	2	70.068093385214	-12.1965693797537	32.8061533155726
4392	24	"Lead"	14	59	"b"	100	2	70.068093385214	-13.5904630231542	36.5554279802094
4392	24	"Lead"	14	67	"g'"	100	2	70.068093385214	-16.378250309955	44.0539773094832
4440	48	"Lead"	14	55	"g"	100	2	70.079766536965	-11.8127959127461	32.9462873890794
4440	48	"Lead"	14	59	"b"	100	2	70.079766536965	-13.1628297313456	36.7115773764027
4440	48	"Lead"	14	67	"g'"	100	2	70.079766536965	-15.8628973685447	44.2421573510494
4512	24	"Lead"	14	55	"g"	100	2	70.0972762645914	-11.2341340718943	33.1480652777006
4512	24	"Lead"	14	59	"b"	100	2	70.0972762645914	-12.5180351086823	36.9364155951521
4512	24	"Lead"	14	67	"g'"	100	2	70.0972762645914	-15.0858371822581	44.5131162300551
4560	24	"Lead"	14	55	"g"	100	2	70.1089494163424	-10.8464350764707	33.2769416583301
4560	24	"Lead"	14	59	"b"	100	2	70.1089494163424	-12.0860276566387	37.0800207049964
4560	24	"Lead"	14	67	"g'"	100	2	70.1089494163424	-14.5652128169749	44.686178798329
4584	24	"Lead"	14	57	"a"	100	2	70.1147859922179	-11.2607153561134	35.2448051444265
4584	24	"Lead"	14	60	"c'"	100	2	70.1147859922179	-12.1737463309334	38.1024920480287
4584	24	"Lead"	14	69	"a'"	100	2	70.1147859922179	-14.9128392553934	46.6755527588351
4656	48	"Lead"	14	57	"a"	100	2	70.1322957198444	-10.6418937810998	35.4365644039005
4656	48	"Lead"	14	60	"c'"	100	2	70.1322957198444	-11.5047500336214	38.3097993555681
4656	48	"Lead"	14	69	"a'"	100	2	70.1322957198444	-14.0933187911863	46.9295042105709
4728	48	"Lead"	14	57	"a"	100	2	70.1498054474708	-10.0198095852552	35.6174594247713
4728	48	"Lead"	14	60	"c'"	100	2	70.1498054474708	-10.8322265786542	38.5053615402933
4728	48	"Lead"	14	69	"a'"	100	2	70.1498054474708	-13.2694775588514	47.1690678868593
4776	24	"Lead"	14	60	"c'"	100	2	70.1614785992218	-10.3820198533459	38.6291815052394
4776	24	"Lead"	14	64	"e'"	100	2	70.1614785992218	-11.4202218386805	42.4920996557634
4776	24	"Lead"	14	67	"g'"	100	2	70.1614785992218	-12.1988733276814	45.3892882686563
4824	48	"Lead"	14	60	"c'"	100	2	70.1731517509728	-9.9303984644145	38.7477378222001
4824	48	"Lead"	14	64	"e'"	100	2	70.1731517509728	-10.9234383108559	42.6225116044201
4824	48	"Lead"	14	67	"g'"	100	2	70.1731517509728	-11.668218195687	45.5285919410851
4896	24	"Lead"	14	60	"c'"	100	2	70.1906614785992	-9.2504485525048	38.9156678161568
4896	24	"Lead"	14	64	"e'"	100	2	70.1906614785992	-10.1754934077553	42.8072345977725
4896	24	"Lead"	14	67	"g'"	100	2	70.1906614785992	-10.8692770491931	45.7259096839842
4944	24	"Lead"	14	60	"c'"	100	2	70.2023346303502	-8.7955601358149	39.0209959111408
4944	24	"Lead"	14	64	"e'"	100	2	70.2023346303502	-9.67511614939639	42.9230955022548
4944	24	"Lead"	14	67	"g'"	100	2	70.2023346303502	-10.3347831595825	45.8496701955904
5040	48	"Lead"	14	57	"a"	100	2	70.2256809338521	-7.29108122760661	36.2745108103809
5040	48	"Lead"	14	64	"e'"	100	2	70.2256809338521	-8.67047497337003	43.1372560988314
5040	48	"Lead"	14	69	"a'"	100	2	70.2256809338521	-9.65575622034389	48.0392170191531
5112	48	"Lead"	14	57	"a"	100	2	70.2431906614786	-6.65483921876208	36.3966085641564
5112	48	"Lead"	14	64	"e'"	100	2	70.2431906614786	-7.9138628547441	43.2824534276455
5112	48	"Lead"	14	69	"a'"	100	2	70.2431906614786	-8.81316545187411	48.2009140444234
5160	24	"Lead"	14	55	"g"	100	2	70.2548638132296	-5.89280085766929	34.5003608394442
5160	24	"Lead"	14	62	"d'"	100	2	70.2548638132296	-7.07136102920315	41.400433007333
5160	24	"Lead"	14	67	"g'"	100	2	70.2548638132296	-7.9131897231559	46.3290559843964
5208	48	"Lead"	14	55	"g"	100	2	70.2665369649805	-5.48968057693611	34.5667963103787
5208	48	"Lead"	14	62	"d'"	100	2	70.2665369649805	-6.58761669232333	41.4801555724544
5208	48	"Lead"	14	67	"g'"	100	2	70.2665369649805	-7.37185677474278	46.41826933108
5280	24	"Lead"	14	55	"g"	100	2	70.284046692607	-4.88361479511104	34.657615419024
5280	24	"Lead"	14	62	"d'"	100	2	70.284046692607	-5.86033775413325	41.5891385028288
5280	24	"Lead"	14	67	"g'"	100	2	70.284046692607	-6.55799701057769	46.5402264198323
5328	24	"Lead"	14	55	"g"	100	2	70.295719844358	-4.47872765580807	34.7122600616137
5328	24	"Lead"	14	62	"d'"	100	2	70.295719844358	-5.37447318696969	41.6547120739364
5328	24	"Lead"	14	67	"g'"	100	2	70.295719844358	-6.0142914235137	46.6136063684527
5424	48	"Lead"	14	57	"a"	100	2	70.3190661478599	-3.87673082130919	36.7963443583614
5424	48	"Lead"	14	60	"c'"	100	2	70.3190661478599	-4.19106034736129	39.779831738769
5424	48	"Lead"	14	69	"a'"	100	2	70.3190661478599	-5.13404892551758	48.7302938799921
5496	48	"Lead"	14	57	"a"	100	2	70.3365758754864	-3.23187550649248	36.8585808287641
5496	48	"Lead"	14	60	"c'"	100	2	70.3365758754864	-3.49391946647835	39.8471144094747
5496	48	"Lead"	14	69	"a'"	100	2	70.3365758754864	-4.28005134643598	48.8127151516065
5544	24	"Lead"	14	60	"c'"	100	2	70.3482490272374	-3.02855057427056	39.8851837330491
5544	24	"Lead"	14	64	"e'"	100	2	70.3482490272374	-3.33140563169761	43.873702106354
5544	24	"Lead"	14	67	"g'"	100	2	70.3482490272374	-3.55854692476791	46.8650908863327
5592	48	"Lead"	14	60	"c'"	100	2	70.3599221789883	-2.56276900896212	39.9178182646134
5592	48	"Lead"	14	64	"e'"	100	2	70.3599221789883	-2.81904590985834	43.9096000910747
5592	48	"Lead"	14	67	"g'"	100	2	70.3599221789883	-3.0112535855305	46.9034364609208
5664	24	"Lead"	14	60	"c'"	100	2	70.3774319066148	-1.86346174805296	39.9565703021861
5664	24	"Lead"	14	64	"e'"	100	2	70.3774319066148	-2.04980792285826	43.9522273324048
5664	24	"Lead"	14	67	"g'"	100	2	70.3774319066148	-2.18956755396223	46.9489701050687
5712	24	"Lead"	14	60	"c'"	100	2	70.3891050583658	-1.39692627345491	39.9756000203441
5712	24	"Lead"	14	64	"e'"	100	2	70.3891050583658	-1.53661890080041	43.9731600223785
5712	24	"Lead"	14	67	"g'"	100	2	70.3891050583658	-1.64138837130952	46.9713300239043
5808	48	"Lead"	14	55	"g"	100	2	70.4124513618677	-0.405429396184404	34.9976517355766
5808	48	"Lead"	14	59	"b"	100	2	70.4124513618677	-0.451764184319764	38.9973833624997
5808	48	"Lead"	14	67	"g'"	100	2	70.4124513618677	-0.544433760590485	46.9968466163458
5880	48	"Lead"	14	55	"g"	100	2	70.4299610894942	0.207400789493259	34.9993854933557
5880	48	"Lead"	14	59	"b"	100	2	70.4299610894942	0.231103736863917	38.9993152640249
5880	48	"Lead"	14	67	"g'"	100	2	70.4299610894942	0.278509631605234	46.9991748053634
5928	24	"Lead"	14	55	"g"	100	2	70.4416342412451	0.615930518889844	34.9945800031362
5928	24	"Lead"	14	59	"b"	100	2	70.4416342412451	0.686322578191541	38.9939605749232
5928	24	"Lead"	14	67	"g'"	100	2	70.4416342412451	0.827106696794934	46.9927217184972
5976	48	"Lead"	14	55	"g"	100	2	70.4533073929961	1.02437632102399	34.9850061190923
