"time"	"length"	"track"	"channel"	"note"	"notename"	"velocity"	"angle"	"x"	"y"	"amplitude"	"angle.c"	"x.c"	"y.c"	"angle.mw"	"x.mw"	"y.mw"
3834	582	"Piano"	0	68	"g#'"	67	0.272301136363636	-45.385455562883	15.6256335343426	1.25	92.2711776494165	-44.5831534431585	17.7860177966791	1.05378634506865	-36.5660472441331	31.0954046273694
3835	593	"Piano"	0	77	"f''"	75	0.272372159090909	-53.8939104870529	18.5592675613434	1.25	92.2712483791112	-52.9410007067898	21.1246406872089	1.20059620519812	-37.5534609317098	42.8805034024852
3839	573	"Piano"	0	60	"c'"	73	0.27265625	-37.8165865214772	13.0347912857718	1.25	92.2715312978899	-37.1473838810848	14.8348195402344	0.923705210933376	-33.5755350452644	21.7412843784406
3840	662	"Piano"	0	53	"f"	80	0.272727272727273	-31.1979200442308	10.7559185992543	1.25	92.2716020275846	-30.6457259838762	12.2408937141525	0.80964550584545	-29.5612353321358	14.6674253241012
3843	573	"Piano"	0	72	"c''"	75	0.272940340909091	-49.1567465087101	16.9591943404874	1.25	92.2718142166686	-48.2861409490447	19.298927230522	1.11964030362515	-37.3105540103489	36.220471551884
7488	96	"Piano"	0	36	"C"	110	0.531818181818182	-13.2853086934638	8.91630937772887	1.25	92.5296239537899	-12.8522466026679	9.52994004515304	0.790493519007324	-14.4662822555818	6.83569145747809
7488	96	"Piano"	0	48	"c"	110	0.531818181818182	-23.2492902135616	15.6035414110255	1.25	92.5296239537899	-22.4914315546688	16.6773950790178	0.986145692920368	-22.5074147278118	16.655818270811
7584	60	"Piano"	0	39	"D#"	110	0.538636363636364	-15.7037462235111	10.6954361550879	1.25	92.5364140044796	-15.1848499343814	11.4201721734096	0.846196613175199	-16.7001361317079	9.06120594526042
7584	48	"Piano"	0	51	"d#"	110	0.538636363636364	-25.621901733097	17.4504484635645	1.25	92.5364140044796	-24.7752814718854	18.6329124934577	1.04184878708824	-23.8536192298106	19.7991123447292
7632	46	"Piano"	0	36	"C"	110	0.542045454545454	-13.193425959048	9.05171317835025	1.25	92.5398090298244	-12.7545185037389	9.66034459725853	0.800678595041746	-14.3959110930436	6.98267454498528
7632	46	"Piano"	0	48	"c"	110	0.542045454545454	-23.0884954283339	15.8404980621129	1.25	92.5398090298244	-22.3204073815431	16.9056030452024	0.996330768954789	-22.3366094833124	16.8841901431487
7680	88	"Piano"	0	41	"F"	110	0.545454545454545	-17.2757697517673	11.9393374809459	1.25	92.5432040551692	-16.6971629298069	12.7359628648753	0.885595359516988	-18.0492441529046	10.7342808566218
7680	87	"Piano"	0	53	"f"	110	0.545454545454545	-27.1476381813487	18.7618160414865	1.25	92.5432040551692	-26.2383988896966	20.0136559305183	1.08124753343003	-24.5426851531792	22.060294773006
62784	96	"Piano"	0	36	"C"	110	4.45909090909091	3.08492323493113	-15.6997849868902	1.25	96.4406931510079	2.60090213724782	-15.7871880989763	4.70156271622529	5.63477218532701	-14.9749571758808
62784	96	"Piano"	0	48	"c"	110	4.45909090909091	5.39861566112948	-27.4746237270578	1.25	96.4406931510079	4.55157874018368	-27.6275791732086	4.89721489013833	4.57807131937347	-27.6232015341222
62880	60	"Piano"	0	39	"D#"	110	4.46590909090909	3.53614744018958	-18.6680384958153	1.25	96.4474832016975	2.96120604610867	-18.7678250938272	4.75726581039317	5.69087099618957	-18.1277132398085
62880	48	"Piano"	0	51	"d#"	110	4.46590909090909	5.76950371820406	-30.4583785984354	1.25	96.4474832016975	4.83144144365098	-30.6211883109812	4.95291798430621	3.35804007795181	-30.8175853504922
62928	46	"Piano"	0	36	"C"	110	4.46931818181818	2.92419871560166	-15.7305137192551	1.25	96.4508782270423	2.43997630395372	-15.8128591859962	4.71174779225971	5.4819614836468	-15.0315700541165
62928	46	"Piano"	0	48	"c"	110	4.46931818181818	5.11734775230291	-27.5283990086965	1.25	96.4508782270423	4.269958531919	-27.6725035754933	4.90739996617275	4.29649432282294	-27.6683959877321
62976	88	"Piano"	0	41	"F"	110	4.47272727272727	3.7676035369912	-20.6592633844494	1.25	96.4542732523871	3.13198893992749	-20.7651305144025	4.79666455673495	5.49584400640879	-20.2680955853583
62976	87	"Piano"	0	53	"f"	110	4.47272727272727	5.92051984384332	-32.4645567469919	1.25	96.4542732523871	4.92169690560034	-32.6309193797754	4.992316730648	2.27974006896325	-32.9211601438644
64320	96	"Piano"	0	36	"C"	110	4.56818181818182	1.35727612544879	-15.9423273557937	1.25	96.5493339620417	0.873807223632957	-15.976121586165	4.81020352725912	3.97785870045821	-15.4976333728473
64320	96	"Piano"	0	48	"c"	110	4.56818181818182	2.37523321953537	-27.8990728726389	1.25	96.5493339620417	1.52916264135768	-27.9582127757887	5.00585570117217	1.55597368587417	-27.9567334624213
64416	60	"Piano"	0	39	"D#"	110	4.575	1.48265043291103	-18.9420629207536	1.25	96.5561240127313	0.908804720755236	-18.9782526587548	4.865906621427	3.69178218127936	-18.6378846526635
64416	48	"Piano"	0	51	"d#"	110	4.575	2.41906123264431	-30.9054710812296	1.25	96.5561240127313	1.48278664965328	-30.9645174958631	5.06155879534004	-0.00322290124524007	-30.9999998324662
64464	46	"Piano"	0	36	"C"	110	4.57840909090909	1.19416145506503	-15.9553745935104	1.25	96.5595190380761	0.711046701665543	-15.9841925848024	4.82038860329354	3.81981053386788	-15.5373436431506
64464	46	"Piano"	0	48	"c"	110	4.57840909090909	2.0897825463638	-27.9219055386432	1.25	96.5595190380761	1.2443317279147	-27.9723370234041	5.01604077720659	1.27115644846952	-27.9711308545707
64512	88	"Piano"	0	41	"F"	110	4.58181818181818	1.49593670459594	-20.9466506481548	1.25	96.562914063421	0.862018459500949	-20.9823002593967	4.90530536776879	3.26582927507189	-20.7445019016144
64512	87	"Piano"	0	53	"f"	110	4.58181818181818	2.35075767865077	-32.9161653042432	1.25	96.562914063421	1.35460043635863	-32.9721861219091	5.10095754168183	-1.30325045198756	-32.9742556892403
65856	96	"Piano"	0	36	"C"	110	4.67727272727273	-0.386507678781428	-15.9953309379407	1.25	96.6579747730756	-0.863590944501384	-15.9766770850692	4.91884433829295	2.2740414025688	-15.8375735420361
65856	96	"Piano"	0	48	"c"	110	4.67727272727273	-0.676388437867499	-27.9918291413962	1.25	96.6579747730756	-1.51128415287742	-27.9591848988711	5.114496512206	-1.48447077799868	-27.9606213541342
65952	60	"Piano"	0	39	"D#"	110	4.68409090909091	-0.588473847849381	-18.990884616847	1.25	96.6647648237652	-1.15431252235808	-18.9649034429582	4.97454743246083	1.64916274495125	-18.9282926393445
65952	48	"Piano"	0	51	"d#"	110	4.68409090909091	-0.960141541227937	-30.9851275327504	1.25	96.6647648237652	-1.88335201016318	-30.9427371964055	5.17019960637387	-3.36444787849984	-30.8168864500108
66000	46	"Piano"	0	36	"C"	110	4.6875	-0.550073225229293	-15.9905415620262	1.25	96.66815984911	-1.02626700977686	-15.9670528283915	4.92902941432738	2.1126193520078	-15.8599129718143
66000	46	"Piano"	0	48	"c"	110	4.6875	-0.962628144151263	-27.9834477335458	1.25	96.66815984911	-1.7959672671095	-27.9423424496851	5.12468158824042	-1.76916991312506	-27.9440519219832
66048	121	"Piano"	0	41	"F"	99	4.69090909090909	-0.793515362145929	-20.9850025820832	1.25	96.6715548744548	-1.41811627151572	-20.9520630545171	5.01394617880262	0.997306427381437	-20.976305201105
66144	34	"Piano"	0	56	"g#"	95	4.69772727272727	-1.60555778124846	-35.9641791816673	1.25	96.6783449251444	-2.67488238458302	-35.9004875207656	5.26530144688354	-7.28776049674869	-35.2546244759752
66144	51	"Piano"	0	60	"c'"	93	4.69772727272727	-1.78395309027607	-39.9601990907415	1.25	96.6783449251444	-2.97209153842558	-39.8894305786285	5.33051883818788	-10.6331695023324	-38.5608053123203
66144	35	"Piano"	0	63	"d#'"	91	4.69772727272727	-1.91774957204677	-42.9572140225471	1.25	96.6783449251444	-3.1949984038075	-42.8811378720256	5.37943188166615	-13.4437635227954	-40.8444025827671
66240	80	"Piano"	0	56	"g#"	91	4.70454545454545	-1.85072887485983	-35.9523963406024	1.25	96.685134975834	-2.9185849792981	-35.8814974843389	5.27209149757315	-7.52697134487326	-35.2043278926534
66240	94	"Piano"	0	58	"a#"	91	4.70454545454545	-1.95354714568538	-37.9497516928581	1.25	96.685134975834	-3.08072858925911	-37.8749140112466	5.30470019322533	-9.15244108980447	-36.8813343318495
66240	91	"Piano"	0	62	"d'"	89	4.70454545454545	-2.15918368733647	-41.9444623973695	1.25	96.685134975834	-3.40501580918112	-41.861747065062	5.36991758452967	-12.7509608251766	-40.0176585776181
66336	16	"Piano"	0	41	"F"	99	4.71136363636364	-1.2225581274986	-20.9643829297427	1.25	96.6919250265236	-1.84458925804263	-20.9188310014951	5.03431633087146	0.569838544635019	-20.9922672437507
66384	26	"Piano"	0	56	"g#"	105	4.71477272727273	-2.21832063789631	-35.9315885196784	1.25	96.6953200518684	-3.28388306143759	-35.8499109069856	5.28227657360757	-7.88513349728086	-35.1258404843224
66384	25	"Piano"	0	60	"c'"	101	4.71477272727273	-2.46480070877368	-39.9239872440871	1.25	96.6953200518684	-3.64875895715287	-39.8332343410951	5.34749396491192	-11.2861806597572	-38.3747589714297
66384	26	"Piano"	0	63	"d#'"	109	4.71477272727273	-2.6496607619317	-42.9182862873936	1.25	96.6953200518684	-3.92241587893934	-42.8207269166772	5.39640700839018	-14.1351322380756	-40.6103193364952
66432	13	"Piano"	0	41	"F"	92	4.71818181818182	-1.36546757775188	-20.955560080659	1.25	96.6987150772133	-1.98658556742408	-20.9058240158885	5.04110638156108	0.427287945150218	-20.995652526462
66480	25	"Piano"	0	56	"g#"	105	4.72159090909091	-2.4632552812872	-35.9156285399436	1.25	96.7021101025581	-3.52722820215053	-35.8267869227754	5.28906662429719	-8.1234561314685	-35.0714907079826
66480	31	"Piano"	0	60	"c'"	105	4.72159090909091	-2.73695031254133	-39.9062539332707	1.25	96.7021101025581	-3.91914244683392	-39.8075410253061	5.35428401560154	-11.5464850436661	-38.2972411948484
66480	21	"Piano"	0	63	"d#'"	105	4.72159090909091	-2.94222158598193	-42.899222978266	1.25	96.7021101025581	-4.21307813034646	-42.793106602204	5.4031970590798	-14.410550398639	-40.5134056481097
66528	27	"Piano"	0	41	"F"	98	4.725	-1.50831355093599	-20.9457630615851	1.25	96.7055051279029	-2.12849028605027	-20.8918531753933	5.04789643225069	0.284717645720823	-20.998069812776
66576	31	"Piano"	0	56	"g#"	105	4.72840909090909	-2.70807541428733	-35.8979989351848	1.25	96.7089001532477	-3.77041072137849	-35.8020111584826	5.2958566749868	-8.36140423686935	-35.0155239741984
66576	40	"Piano"	0	60	"c'"	105	4.72840909090909	-3.00897268254148	-39.8866654835387	1.25	96.7089001532477	-4.1893452459761	-39.780012398314	5.36107406629115	-11.806257081371	-38.2179577388507
66576	26	"Piano"	0	63	"d#'"	98	4.72840909090909	-3.23464563373209	-42.8781653948041	1.25	96.7089001532477	-4.5035461394243	-42.7635133281876	5.40998710976941	-14.6853041663787	-40.4146241049071
66624	16	"Piano"	0	36	"C"	107	4.73181818181818	-1.25797288115026	-15.9504703451118	1.25	96.7122951785925	-1.72974999730233	-15.9062240945748	4.97316474380987	1.4108068173212	-15.9376793832791
66672	27	"Piano"	0	36	"C"	109	4.73522727272727	-1.31234206926204	-15.9460891222031	1.25	96.7156902039373	-1.78374195879376	-15.9002598917263	4.97655976915468	1.35668996521141	-15.9423772486507
66720	30	"Piano"	0	39	"D#"	113	4.73863636363636	-1.62295150650655	-18.930558058534	1.25	96.7190852292821	-2.18228461564547	-18.8742584981852	5.02886783797775	0.619043288142273	-18.9899127277459
66768	48	"Piano"	0	36	"C"	92	4.74204545454545	-1.42103405810631	-15.9367707583971	1.25	96.7224802546269	-1.89166358046754	-15.8877817488261	4.98334981984429	1.24840997255026	-15.951221662946
66816	115	"Piano"	0	41	"F"	113	4.74545454545455	-1.93640421926768	-20.9105317651083	1.25	96.7258752799717	-2.55358949570152	-20.8441641877875	5.06826658431953	-0.143045718029682	-20.9995128020284
66912	42	"Piano"	0	56	"g#"	109	4.75227272727273	-3.56387985068821	-35.8231595537002	1.25	96.7326653306613	-4.62010709732346	-35.7023053934793	5.31962185240045	-9.19111496665492	-34.806944790799
66912	51	"Piano"	0	60	"c'"	105	4.75227272727273	-3.95986650076467	-39.8035106152224	1.25	96.7326653306613	-5.1334523303594	-39.669228214977	5.3848392437048	-12.7110943014785	-37.9266144238966
66912	34	"Piano"	0	63	"d#'"	113	4.75227272727273	-4.25685648832202	-42.7887739113641	1.25	96.7326653306613	-5.51846125513636	-42.6444203311003	5.43375228718306	-15.6415276574158	-40.054245874093
67008	77	"Piano"	0	56	"g#"	102	4.75909090909091	-3.80804393561235	-35.7980278979785	1.25	96.7394553813509	-4.86241919377418	-35.6701118526984	5.32641190309007	-9.42724219367343	-34.7437347535037
67008	98	"Piano"	0	58	"a#"	98	4.75909090909091	-4.01960193203525	-37.786807225644	1.25	96.7394553813509	-5.1325535934283	-37.6517847334039	5.35902059874224	-11.1413652632067	-36.3300148647342
67008	88	"Piano"	0	62	"d'"	99	4.75909090909091	-4.44271792488107	-41.7643658809749	1.25	96.7394553813509	-5.67282239273654	-41.6151304948148	5.42423799004659	-14.9048598498881	-39.266336127212
67104	13	"Piano"	0	41	"F"	81	4.76590909090909	-2.36368474672542	-20.8665520491071	1.25	96.7462454320406	-2.97762914766236	-20.7878263572455	5.08863673638838	-0.570749727999589	-20.9922424897386
67152	22	"Piano"	0	56	"g#"	105	4.76931818181818	-4.17395459415332	-35.7572105042598	1.25	96.7496404573854	-5.22546351270447	-35.6187384823971	5.33659697912449	-9.78061468886314	-34.6459171665002
67152	23	"Piano"	0	60	"c'"	103	4.76931818181818	-4.63772732683702	-39.730233893622	1.25	96.7496404573854	-5.80607056967163	-39.5763760915523	5.40181437042884	-13.3530411302725	-37.7053881106302
67152	21	"Piano"	0	63	"d#'"	102	4.76931818181818	-4.9855568763498	-42.7100014356436	1.25	96.7496404573854	-6.24152586239701	-42.5446042984187	5.4507274139071	-16.3191673659174	-39.7829709358562
67200	14	"Piano"	0	41	"F"	92	4.77272727272727	-2.50590064939714	-20.8499511254907	1.25	96.7530354827302	-3.1187098165222	-20.7671290524311	5.09542678707799	-0.713273866215243	-20.9878831803442
67248	23	"Piano"	0	56	"g#"	102	4.77613636363636	-4.41765484955011	-35.7279208131434	1.25	96.756430508075	-5.46719423509202	-35.5824364988652	5.3433870298141	-10.0156349492241	-34.5787081390251
67248	25	"Piano"	0	60	"c'"	99	4.77613636363636	-4.90850538838901	-39.6976897923816	1.25	96.756430508075	-6.07466026121335	-39.5360405542947	5.40860442111845	-13.608752841132	-37.6138517850669
67248	21	"Piano"	0	63	"d#'"	102	4.77613636363636	-5.27664329251819	-42.6750165268102	1.25	96.756430508075	-6.53025978080435	-42.5012435958668	5.45751746459671	-16.5889174850245	-39.6712467244861
67296	18	"Piano"	0	41	"F"	82	4.77954545454545	-2.64800005920483	-20.8323809413723	1.25	96.7598255334198	-3.25964669847842	-20.7454742872054	5.10221683776761	-0.855765119216576	-20.9825562327552
67344	23	"Piano"	0	56	"g#"	105	4.78295454545455	-4.6611497395563	-35.6969702230516	1.25	96.7632205587646	-5.70867289461483	-35.544494000932	5.35017708050372	-10.2501934426296	-34.5099048736544
67344	19	"Piano"	0	60	"c'"	96	4.78295454545455	-5.17905526617367	-39.6633002478351	1.25	96.7632205587646	-6.34296988290537	-39.4938822232578	5.41539447180807	-13.8638371257324	-37.5205812874903
67344	20	"Piano"	0	63	"d#'"	98	4.78295454545455	-5.56748441113669	-42.6380477664228	1.25	96.7632205587646	-6.81869262412327	-42.4559233900021	5.46430751528633	-16.8579027785403	-39.5576934857087
67392	15	"Piano"	0	36	"C"	105	4.78636363636364	-2.12569628214331	-15.8581655722244	1.25	96.7666155841094	-2.59080632052614	-15.7888480456784	5.02748514932679	0.543410378808493	-15.9907693736169
67440	26	"Piano"	0	36	"C"	107	4.78977272727273	-2.17974575320972	-15.8508267434656	1.25	96.7700106094542	-2.64439482577476	-15.779961216854	5.03088017467159	0.489118284068559	-15.9925221057903
67488	23	"Piano"	0	39	"D#"	109	4.79318181818182	-2.65260174617012	-18.8139231415517	1.25	96.773405634799	-3.20381901084332	-18.7279348499977	5.08318824349466	-0.41290233458707	-18.9955129349563
67536	42	"Piano"	0	36	"C"	99	4.79659090909091	-2.28776806918665	-15.835596523706	1.25	96.7768006601438	-2.75147977959198	-15.7616420154277	5.03767022536121	0.380517807429485	-15.9954745537052
67584	103	"Piano"	0	41	"F"	111	4.8	-3.07353330200928	-20.7738632189932	1.25	96.7801956854886	-3.68152967946684	-20.674775433344	5.12258698983645	-1.28297588129459	-20.960772239782
67680	37	"Piano"	0	56	"g#"	109	4.80681818181818	-5.51160126988476	-35.5755850470769	1.25	96.7869857361782	-6.55170258204204	-35.3988021446555	5.37394225791737	-11.0673558223058	-34.2565852808256
67680	48	"Piano"	0	60	"c'"	109	4.80681818181818	-6.12400141098307	-39.5284278300855	1.25	96.7869857361782	-7.27966953560227	-39.3320023829505	5.43915964922172	-14.7515216143126	-37.1805407446216
67680	35	"Piano"	0	63	"d#'"	109	4.80681818181818	-6.5833015168068	-42.4930599173419	1.25	96.7869857361782	-7.82564475077244	-42.2819025616718	5.48807269269998	-17.7931495830869	-39.1459299022759
67776	78	"Piano"	0	56	"g#"	105	4.81363636363636	-5.75403208761278	-35.5371793300302	1.25	96.7937757868679	-6.79190936415478	-35.3535000698531	5.38073230860698	-11.2997028573917	-34.1806482579639
67776	96	"Piano"	0	58	"a#"	98	4.81363636363636	-6.0737005369246	-37.5114670705874	1.25	96.7937757868679	-7.16923766216338	-37.3175834070672	5.41334100425916	-13.0974226210897	-35.6715225450858
67776	91	"Piano"	0	62	"d'"	96	4.81363636363636	-6.71303743554825	-41.4600425517018	1.25	96.7937757868679	-7.92389425818058	-41.2457500814953	5.47855839556351	-17.0147898216646	-38.3991787324232
67872	13	"Piano"	0	41	"F"	94	4.82045454545455	-3.49778065887597	-20.7066542556347	1.25	96.8005658375575	-4.10188508795729	-20.5954980208101	5.14295714190529	-1.70965429979728	-20.9302910198398
67920	28	"Piano"	0	56	"g#"	105	4.82386363636364	-6.11717325173659	-35.4764737735903	1.25	96.8039608629023	-7.15162894604335	-35.2824914570685	5.39091738464141	-11.6472432532269	-34.0637890523083
67920	23	"Piano"	0	60	"c'"	103	4.82386363636364	-6.79685916859622	-39.4183041928781	1.25	96.8039608629023	-7.94625438449261	-39.2027682856317	5.45613477594575	-15.3805103835463	-36.9247870723939
67920	23	"Piano"	0	63	"d#'"	105	4.82386363636364	-7.30662360624093	-42.3746770073439	1.25	96.8039608629023	-8.54222346332956	-42.1429759070541	5.50504781942401	-18.4550612605643	-38.83826352798
67968	15	"Piano"	0	41	"F"	92	4.82727272727273	-3.63887999716802	-20.6823246364187	1.25	96.8073558882471	-4.24163393100699	-20.5671714534432	5.14974719259491	-1.85173153324812	-20.9181999782193
68016	24	"Piano"	0	56	"g#"	102	4.83068181818182	-6.35891424027697	-35.4339414923714	1.25	96.8107509135919	-7.39103214907431	-35.2331185643756	5.39770743533102	-11.8782678344655	-33.98391903905
68016	28	"Piano"	0	60	"c'"	105	4.83068181818182	-7.06546026697441	-39.3710461026349	1.25	96.8107509135919	-8.2122579434159	-39.1479095159729	5.46292482663537	-15.6308750766752	-36.8195022282672
68016	21	"Piano"	0	63	"d#'"	105	4.83068181818182	-7.59536978699749	-42.3238745603326	1.25	96.8107509135919	-8.82817728917209	-42.0840027296709	5.51183787011363	-18.718347580497	-38.7120583779228
68064	18	"Piano"	0	41	"F"	85	4.83409090909091	-3.77981017330562	-20.6570335492242	1.25	96.8141459389367	-4.38118721517303	-20.5378966446324	5.15653724328452	-1.99372339333652	-20.9051445111212
68112	23	"Piano"	0	56	"g#"	105	4.8375	-6.60035961927987	-35.3897619785183	1.25	96.8175409642815	-7.63009459144145	-35.1821212624489	5.40449748602064	-12.1087447727834	-33.9024822104163
68112	21	"Piano"	0	60	"c'"	101	4.8375	-7.33373291031097	-39.3219577539092	1.25	96.8175409642815	-8.47788287937939	-39.0912458471654	5.46971487732498	-15.8805191143855	-36.7125198353047
68112	20	"Piano"	0	63	"d#'"	105	4.8375	-7.88376287858429	-42.2711045854524	1.25	96.8175409642815	-9.11372409533284	-42.0230892857028	5.51862792080324	-18.9807708982915	-38.5840684234642
68160	13	"Piano"	0	36	"C"	105	4.84090909090909	-2.98709686537754	-15.7186911769667	1.25	96.8209359896263	-3.44421981440464	-15.6248951954905	5.0818055548437	-0.325589109981216	-15.9966868985881
68208	26	"Piano"	0	36	"C"	105	4.84431818181818	-3.04066585092079	-15.7084165714767	1.25	96.8243310149711	-3.49724677833947	-15.6131119566662	5.08520058018851	-0.379896286704932	-15.9954893270368
68256	26	"Piano"	0	39	"D#"	109	4.84772727272727	-3.67436190409029	-18.6413267928485	1.25	96.8277260403159	-4.21590220092411	-18.5263641503735	5.13750864901158	-1.44362990328642	-18.9450767404711
68304	30	"Piano"	0	36	"C"	101	4.85113636363636	-3.14769718499693	-15.6873197975805	1.25	96.8311210656607	-3.60317916572409	-15.5890057380095	5.09199063087812	-0.488496877982405	-15.9925410989061
68352	120	"Piano"	0	41	"F"	113	4.85454545454545	-4.2015202551308	-20.5754034600959	1.25	96.8345160910055	-4.79860942073294	-20.444396484789	5.17690739535337	-2.41912129012323	-20.8601977982874
